1,6,2.8,2
1,8.4,2.2,2.4
1,20,1.4,1
1,11,1,0.9
1,8,0.8,1.1
1,28,0.7,0.8
1,24,1.5,1
1,10,3.5,1.4
1,11,2.7,2.1
1,30,1.2,1.1
1,26,1,1.8
1,16,0.7,1.4
1,21,2.8,0.8
1,8,3.8,1.9
1,9,1.9,3.2
1,20,1.2,1
1,9,2.9,2.4
1,15,3.1,1.4
1,21,1.8,1.4
1,12,1.9,1.1
